sample_idx,ground_truth,gt_label,h1_0,h1_1,h1_2,h1_3,h1_4,h1_5,h1_6,h1_7,h1_8,h1_9,h1_10,h1_11,h1_12,h1_13,h1_14,h1_15,h1_16,h1_17,h1_18,h1_19,h1_20,h1_21,h1_22,h1_23,h1_24,h1_25,h1_26,h1_27,h1_28,h1_29,h1_30,h1_31,h2_0,h2_1,h2_2,h2_3,h2_4,h2_5,h2_6,h2_7,h2_8,h2_9,h2_10,h2_11,h2_12,h2_13,h2_14,h2_15
423,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.666779,254.129471,0.000000,0.000000,0.000000,160.851730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,245.411835,0.000000,131.206909,0.000000,59.946930,0.000000,62.383480,10.561128,0.000000,211.876526,0.000000,35.287403,120.695366,0.000000,21.099401,0.000000,44.286354,0.000000,0.000000,0.000000,0.000000,0.000000,103.428642,0.000000,47.023090,0.000000,93.302368
424,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,86.676834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.936554,0.000000,104.134781,0.000000,146.645126,0.000000,312.686676,120.149033,0.000000,0.000000,0.000000,0.000000,2.237834,0.000000,0.000000,0.000000,53.565807,0.000000,0.000000,0.000000,0.000000,37.345196,4.597521,0.000000,0.000000,0.000000,8.676170
425,0,A,0.000000,0.000000,228.535538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,125.467636,35.030067,0.000000,0.000000,0.000000,67.107414,0.000000,0.000000,24.219028,0.000000,0.000000,0.000000,85.191254,0.000000,138.238022,0.000000,16.661163,0.000000,138.305115,0.000000,0.000000,54.366104,0.000000,0.000000,10.700291,0.000000,0.000000,0.000000,21.157021,0.000000,0.000000,0.000000,0.000000,0.000000,35.732162,0.000000,0.000000,0.000000,0.000000
426,0,A,0.000000,0.000000,208.241150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.153122,40.519276,0.000000,0.000000,0.000000,83.221924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68.615471,0.000000,121.032875,0.000000,63.812946,0.000000,126.336578,0.000000,0.000000,88.819885,0.000000,0.000000,24.967529,0.000000,0.000000,0.000000,4.001880,0.000000,0.000000,0.000000,0.000000,0.000000,43.768669,0.000000,0.000000,0.000000,0.000000
427,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,104.568588,0.000000,33.086380,0.000000,306.752411,0.000000,300.292755,189.591782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.849800,0.000000,0.000000,0.000000,0.000000,0.000000
428,2,C,0.000000,0.000000,233.425720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,155.666092,0.000000,0.000000,0.000000,0.000000,22.554468,0.000000,0.000000,42.461117,0.000000,0.000000,0.000000,70.087326,0.000000,152.634567,0.000000,68.738373,0.000000,160.788498,0.000000,0.000000,51.629875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.894334,0.000000,0.000000,0.000000,0.000000,0.000000,17.170429,0.000000,0.000000,0.000000,0.000000
429,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.913033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,140.857391,0.000000,105.712685,0.000000,184.049133,0.000000,301.804077,52.980186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.060359,0.000000,46.885628,0.000000,0.000000,0.000000,0.000000,52.057213,0.000000,0.000000,0.000000,0.000000,0.000000
430,2,C,0.000000,0.000000,230.195023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.410278,0.000000,0.000000,0.000000,0.000000,57.545593,0.000000,0.000000,6.464167,0.000000,0.000000,0.000000,38.591621,0.000000,153.556580,0.000000,100.115234,0.000000,147.146820,0.000000,0.000000,1.026186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.316643,0.000000,0.000000,0.000000,0.000000,0.000000,32.473373,0.000000,0.000000,0.000000,0.000000
431,2,C,0.000000,0.000000,276.289795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,328.821747,0.000000,0.000000,0.000000,0.000000,78.862747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.193863,0.000000,157.632401,0.000000,75.287033,0.000000,140.616623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.909530,10.685739,0.000000,0.000000,0.000000,0.000000,48.386082,0.000000,0.000000,0.000000,0.000000
432,1,B,0.000000,0.000000,283.279144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.821709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,174.891434,0.000000,258.116150,0.000000,0.000000,0.000000,304.809387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81.819420,0.000000,0.000000,0.000000,0.000000,0.000000,12.236203,0.000000,0.000000,0.000000,0.000000
433,2,C,0.000000,0.000000,249.205765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,324.693390,0.000000,0.000000,0.000000,0.000000,78.133789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.258057,0.000000,146.301254,0.000000,84.030579,0.000000,143.371887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.662210,0.000000,0.000000,0.000000,0.000000,45.523094,0.000000,0.000000,0.000000,0.000000
434,1,B,0.000000,0.000000,273.160034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.024529,7.460124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,204.424820,0.000000,289.656677,0.000000,0.000000,0.000000,322.997894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,91.285431,2.239425,0.000000,0.000000,0.000000,0.000000,17.797564,0.000000,0.000000,0.000000,0.000000
435,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,251.110321,0.000000,0.000000,0.000000,80.636299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,125.119186,0.000000,77.084274,0.000000,103.744064,0.000000,201.367416,101.958298,0.000000,0.000000,0.000000,0.000000,64.528145,0.000000,0.000000,0.000000,64.995422,0.000000,0.000000,0.000000,0.000000,0.000000,51.124931,0.000000,0.000000,0.000000,71.132675
436,2,C,0.000000,0.000000,216.603638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117.512711,0.000000,0.000000,0.000000,0.000000,41.262054,0.000000,0.000000,91.063850,0.000000,0.000000,0.000000,69.772530,0.000000,124.440872,0.000000,50.352459,0.000000,143.009659,0.000000,0.000000,34.935856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.883959,0.000000,0.000000,0.000000,0.000000,0.000000,8.544106,0.000000,0.000000,0.000000,0.000000
437,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.412956,0.000000,80.362793,0.000000,259.756439,0.000000,328.261444,164.482559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.303788,0.000000,0.000000,0.000000,0.000000,82.417168,0.000000,0.000000,0.000000,0.000000,0.000000
438,3,D,0.000000,0.000000,252.993301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,287.395569,24.204634,0.000000,0.000000,0.000000,51.464855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.837307,0.000000,135.308212,0.000000,133.466064,0.000000,175.037582,0.000000,0.000000,50.662975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.634598,0.000000,0.000000,0.000000,0.000000
439,0,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,193.714203,236.274704,0.000000,0.000000,0.000000,275.882965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.569943,0.000000,0.000000,0.000000,252.043808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61.124825,68.392296,0.000000,30.909246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.283348,74.809814,0.000000,0.000000,60.625095
440,0,A,0.000000,0.000000,257.516174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,99.436287,9.517711,0.000000,0.000000,0.000000,30.320936,0.000000,0.000000,0.832129,0.000000,0.000000,0.000000,79.722221,0.000000,143.231476,0.000000,65.404907,0.000000,170.820847,0.000000,0.000000,97.071358,0.000000,0.000000,12.308187,0.000000,0.000000,0.000000,8.649522,0.000000,0.000000,0.000000,0.000000,0.000000,25.356787,0.000000,0.000000,0.000000,0.000000
441,0,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,195.597260,252.092255,0.000000,0.000000,0.000000,341.043121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,277.486603,0.000000,0.000000,0.000000,0.000000,58.278427,0.000000,64.584579,90.488922,0.000000,30.394106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,121.139946,87.893936,0.000000,0.000000,66.284355
442,0,A,0.000000,0.000000,230.038818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,121.476768,20.213140,0.000000,0.000000,0.000000,61.201923,0.000000,0.000000,40.752022,0.000000,0.000000,0.000000,82.103775,0.000000,130.704483,0.000000,26.280245,0.000000,138.314377,0.000000,0.000000,46.940231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.650953,0.000000,0.000000,0.000000,0.000000,0.000000,27.795607,0.000000,0.000000,0.000000,0.000000
443,1,B,0.000000,0.000000,235.196457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.885902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.272339,0.000000,0.000000,0.000000,209.774902,0.000000,264.369934,0.000000,0.000000,0.000000,330.018646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,93.596123,0.000000,0.000000,0.000000,0.000000,0.000000,4.756315,0.000000,0.000000,0.000000,0.000000
444,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.047306,141.999115,0.000000,0.000000,0.000000,197.978226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.998215,0.000000,55.604988,0.000000,147.412460,0.000000,60.845284,6.400620,0.000000,152.437683,0.000000,11.694143,76.901176,0.000000,15.822744,0.000000,3.373628,0.000000,0.000000,0.000000,0.000000,0.000000,77.513405,18.567055,20.437218,0.000000,42.213249
445,0,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,225.741287,286.835876,0.000000,0.000000,0.000000,343.604248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,268.693665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,78.256653,87.089401,0.000000,29.654819,0.000000,0.387583,0.000000,0.000000,0.000000,0.000000,0.000000,126.252251,84.392303,0.000000,0.000000,78.088722
446,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.934353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.543594,0.000000,101.605652,0.000000,186.315521,0.000000,300.364197,48.688847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.903426,0.000000,49.666687,0.000000,0.000000,0.000000,0.000000,49.587013,0.000000,0.000000,0.000000,0.000000,0.000000
447,0,A,0.000000,0.000000,210.219910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.966354,31.897856,0.000000,0.000000,0.000000,60.062916,0.000000,0.000000,52.933636,0.000000,0.000000,0.000000,89.796555,0.000000,118.283951,0.000000,49.311584,0.000000,134.012085,0.000000,0.000000,66.872643,0.000000,0.000000,2.508468,0.000000,0.000000,0.000000,15.902952,0.000000,0.000000,0.000000,0.000000,0.000000,25.418108,0.000000,0.000000,0.000000,0.000000
448,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,177.592285,179.211426,0.000000,0.000000,0.000000,187.226837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.413860,0.000000,116.947739,0.000000,124.885910,0.000000,53.853207,0.000000,0.000000,183.003357,0.000000,32.436695,87.817215,0.000000,31.114805,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,93.088524,0.000000,11.776358,0.000000,61.226913
449,0,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.089920,304.288086,0.000000,0.000000,0.000000,273.474396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,286.436157,0.000000,0.000000,52.835949,0.000000,22.767759,0.000000,44.579399,98.301186,0.000000,25.824965,0.000000,5.462615,0.000000,0.000000,0.000000,0.000000,0.000000,102.834801,98.089272,0.000000,0.000000,74.469795
450,0,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61.302570,271.914001,0.000000,0.000000,0.000000,251.450516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,279.052216,0.000000,0.000000,8.638923,0.000000,7.275728,0.000000,46.773792,82.072189,0.000000,35.765778,0.000000,10.261149,0.000000,0.000000,0.000000,0.000000,0.000000,92.106171,91.617676,0.000000,0.000000,65.419685
451,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.990463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,83.148407,0.000000,92.747467,0.000000,262.752319,0.000000,316.470764,126.339607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.783531,0.000000,20.977728,0.000000,0.000000,0.000000,0.000000,68.134796,0.000000,0.000000,0.000000,0.000000,0.000000
452,0,A,0.000000,0.000000,230.785309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,78.912544,29.711237,0.000000,0.000000,0.000000,61.516228,0.000000,0.000000,61.093346,0.000000,0.000000,0.000000,64.248291,0.000000,110.607338,0.000000,90.786026,0.000000,140.614166,0.000000,0.000000,101.074646,0.000000,0.000000,5.524067,0.000000,0.000000,0.000000,1.488717,0.000000,0.000000,0.000000,0.000000,0.000000,21.222685,0.000000,0.000000,0.000000,0.000000
453,1,B,0.000000,0.000000,306.152008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.179245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,174.149536,0.000000,280.902924,0.000000,0.000000,0.000000,272.073456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73.466850,4.160676,0.000000,0.000000,0.000000,0.000000,24.265934,0.000000,0.000000,0.000000,0.000000
454,0,A,0.000000,0.000000,235.023193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.553265,30.657450,0.000000,0.000000,0.000000,35.466202,0.000000,0.000000,6.821449,0.000000,0.000000,0.000000,96.908806,0.000000,138.665756,0.000000,54.464588,0.000000,162.952438,0.000000,0.000000,103.246216,0.000000,0.000000,21.097687,0.000000,0.000000,0.000000,17.088045,0.000000,0.000000,0.000000,0.000000,0.000000,26.576448,0.000000,0.000000,0.000000,0.000000
455,2,C,0.000000,0.000000,249.180466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,328.976257,0.000000,0.000000,0.000000,0.000000,71.995689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.044868,0.000000,138.529755,0.000000,101.617767,0.000000,135.054596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.314813,0.000000,0.000000,0.000000,0.000000,44.351799,0.000000,0.000000,0.000000,0.000000
456,0,A,0.000000,0.000000,207.062881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,91.234451,58.650623,0.000000,0.000000,0.000000,58.516815,0.000000,0.000000,34.022301,0.000000,0.000000,0.000000,71.145676,0.000000,119.304260,0.000000,73.239922,0.000000,133.389374,0.000000,0.000000,115.840485,0.000000,0.000000,24.457331,0.000000,0.000000,0.000000,5.377542,0.000000,0.000000,0.000000,0.000000,0.000000,32.684052,0.000000,0.000000,0.000000,0.000000
457,0,A,0.000000,0.000000,231.855164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,97.122650,67.349136,0.000000,0.000000,0.000000,59.348713,0.000000,0.000000,2.226595,0.000000,0.000000,0.000000,86.761642,0.000000,139.343521,0.000000,26.496401,0.000000,143.359482,0.000000,0.000000,103.318275,0.000000,0.000000,36.066830,0.000000,0.000000,0.000000,18.129354,0.000000,0.000000,0.000000,0.000000,0.000000,42.679241,0.000000,0.000000,0.000000,6.568277
458,1,B,0.000000,0.000000,308.687347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,101.062065,27.382208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,188.989059,0.000000,286.134094,0.000000,0.000000,0.000000,289.955414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.902786,2.044745,0.000000,0.000000,0.000000,0.000000,26.062098,0.000000,0.000000,0.000000,0.000000
459,2,C,0.000000,0.000000,220.540848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,285.605103,0.000000,0.000000,0.000000,0.000000,61.687428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.737778,0.000000,140.843460,0.000000,69.434830,0.000000,152.077042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.775351,12.410318,0.000000,0.000000,0.000000,0.000000,37.523300,0.000000,0.000000,0.000000,0.000000
460,0,A,0.000000,0.000000,198.692322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,101.366333,60.441734,0.000000,0.000000,0.000000,76.924599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73.609612,0.000000,126.593414,0.000000,70.091064,0.000000,128.428497,0.000000,0.000000,119.418243,0.000000,0.000000,37.098019,0.000000,0.000000,0.000000,4.742793,0.000000,0.000000,0.000000,0.000000,0.000000,44.688019,0.000000,0.000000,0.000000,3.369649
461,1,B,0.000000,0.000000,204.583450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.124344,0.000000,0.000000,0.000000,0.000000,1.641765,0.000000,0.000000,150.622681,0.000000,0.000000,0.000000,56.936180,0.000000,143.985855,0.000000,93.825516,0.000000,152.859055,0.000000,0.000000,80.728134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.442723,0.000000,0.000000,0.000000,0.000000,9.972274,0.000000,0.000000,0.000000,0.000000,0.000000
462,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.892250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,177.081802,0.000000,111.671608,0.000000,209.930954,0.000000,309.548401,108.567329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.880405,0.000000,43.486332,0.000000,0.000000,0.000000,0.000000,63.504284,0.000000,0.000000,0.000000,0.000000,0.000000
463,2,C,0.000000,0.000000,209.430984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192.768311,0.000000,0.000000,0.000000,0.000000,48.770912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.496300,0.000000,123.208054,0.000000,137.161835,0.000000,153.324844,0.000000,0.000000,74.337021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.299503,0.000000,0.000000,0.000000,0.000000
464,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.352776,0.000000,52.294083,0.000000,296.752655,0.000000,323.418335,203.434982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.489034,0.000000,0.000000,0.000000,0.000000,90.314667,0.000000,0.000000,0.000000,0.000000,0.000000
465,0,A,0.000000,0.000000,271.399170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,207.929993,60.613438,0.000000,0.000000,0.000000,81.419220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.161621,0.000000,196.013275,0.000000,0.000000,0.000000,149.739166,0.000000,0.000000,13.956452,0.000000,0.000000,14.363340,0.000000,0.000000,0.000000,39.278084,4.387567,0.000000,0.000000,0.000000,0.000000,56.142239,0.000000,0.000000,0.000000,6.209830
466,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.412025,0.000000,132.191238,0.000000,195.888565,0.000000,352.370605,110.595512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.439816,0.000000,0.000000,0.000000,0.000000,70.849922,0.000000,0.000000,0.000000,0.000000,0.000000
467,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.570591,43.332237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,140.197632,0.000000,88.449097,0.000000,189.047211,0.000000,284.312805,29.706322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.177950,0.000000,45.160114,0.000000,0.000000,0.000000,0.000000,47.252338,0.000000,0.000000,0.000000,0.000000,0.000000
468,4,E,0.000000,0.000000,84.844650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,156.820770,139.331207,0.000000,0.000000,0.000000,165.974380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.946894,0.000000,101.162941,0.000000,9.476216,0.000000,152.591675,0.000000,0.000000,160.852158,0.000000,4.131682,76.326523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,75.238640,0.000000,0.000000,0.000000,51.182430
469,3,D,0.000000,0.000000,208.530411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,111.187431,9.322472,0.000000,0.000000,0.000000,24.548105,0.000000,0.000000,99.115822,0.000000,0.000000,0.000000,64.744484,0.000000,122.270905,0.000000,81.433647,0.000000,152.921585,0.000000,0.000000,60.227238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.266936,0.000000,0.000000,0.000000,0.000000,0.000000,3.630304,0.000000,0.000000,0.000000,0.000000
470,2,C,0.000000,0.000000,172.695419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,230.412292,0.000000,0.000000,0.000000,0.000000,41.056881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.577934,0.000000,122.137672,0.000000,57.452595,0.000000,168.254440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.071157,12.979342,0.000000,0.000000,0.000000,0.000000,25.129150,0.000000,0.000000,0.000000,0.000000
471,1,B,0.000000,0.000000,287.318481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,169.515976,47.686810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,165.363815,0.000000,271.741821,0.000000,0.000000,0.000000,262.996582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.930107,14.028697,0.000000,0.000000,0.000000,0.000000,33.516979,0.000000,0.000000,0.000000,0.000000
472,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.482477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.578915,0.000000,78.053833,0.000000,186.582748,0.000000,296.835785,28.217258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.112354,0.000000,23.233244,0.000000,0.000000,0.000000,0.000000,56.711029,0.000000,0.000000,0.000000,0.000000,0.000000
473,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.039909,246.182404,0.000000,0.000000,0.000000,82.233086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.454326,0.000000,117.761665,0.000000,17.022873,0.000000,247.294403,48.567959,0.000000,0.000000,0.000000,0.000000,63.409840,0.000000,0.000000,0.000000,61.957329,14.711156,11.180692,0.000000,0.000000,0.000000,48.890072,0.000000,0.000000,0.000000,82.243011
474,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,103.745285,0.000000,64.043114,0.000000,288.857513,0.000000,301.323029,138.309647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.411191,0.000000,8.893905,0.000000,0.000000,0.000000,0.000000,83.764893,0.000000,0.000000,0.000000,0.000000,0.000000
475,2,C,0.000000,0.000000,227.026169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,140.321701,0.000000,0.000000,0.000000,0.000000,35.610832,0.000000,0.000000,74.694725,0.000000,0.000000,0.000000,62.014698,0.000000,131.660980,0.000000,57.579884,0.000000,148.370499,0.000000,0.000000,40.610374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.174752,0.000000,0.000000,0.000000,0.000000,0.000000,11.924246,0.000000,0.000000,0.000000,0.000000
476,0,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,177.723251,0.000000,0.000000,0.000000,86.981949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.191345,0.000000,0.000000,0.000000,293.866730,0.000000,164.154404,361.112946,0.000000,69.404663,0.000000,0.000000,59.353867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.897628,40.807846,50.530472,0.000000,0.000000,13.987950
477,2,C,0.000000,0.000000,251.358597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,206.054672,0.000000,0.000000,0.000000,0.000000,32.085567,0.000000,0.000000,46.118279,0.000000,0.000000,0.000000,53.434135,0.000000,149.876846,0.000000,78.360153,0.000000,147.273117,0.000000,0.000000,35.830383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.824444,0.000000,0.000000,0.000000,0.000000,0.000000,21.590307,0.000000,0.000000,0.000000,0.000000
